Date,Close
1/2/18 16:00,1189.01
1/3/18 16:00,1204.2
1/4/18 16:00,1209.59
1/5/18 16:00,1229.14
1/8/18 16:00,1246.87
1/9/18 16:00,1252.7
1/10/18 16:00,1254.33
1/11/18 16:00,1276.68
1/12/18 16:00,1305.2
1/16/18 16:00,1304.86
1/17/18 16:00,1295
1/18/18 16:00,1293.32
1/19/18 16:00,1294.58
1/22/18 16:00,1327.31
1/23/18 16:00,1362.54
1/24/18 16:00,1357.51
1/25/18 16:00,1377.95
1/26/18 16:00,1402.05
1/29/18 16:00,1417.68
1/30/18 16:00,1437.82
1/31/18 16:00,1450.89
2/1/18 16:00,1390
2/2/18 16:00,1429.95
2/5/18 16:00,1390
2/6/18 16:00,1442.84
2/7/18 16:00,1416.78
2/8/18 16:00,1350.5
2/9/18 16:00,1339.6
2/12/18 16:00,1386.23
2/13/18 16:00,1414.51
2/14/18 16:00,1451.05
2/15/18 16:00,1461.76
2/16/18 16:00,1448.69
2/20/18 16:00,1468.35
2/21/18 16:00,1482.92
2/22/18 16:00,1485.34
2/23/18 16:00,1500
2/26/18 16:00,1521.95
2/27/18 16:00,1511.98
2/28/18 16:00,1512.45
3/1/18 16:00,1493.45
3/2/18 16:00,1500.25
3/5/18 16:00,1523.61
3/6/18 16:00,1537.64
3/7/18 16:00,1545
3/8/18 16:00,1551.86
3/9/18 16:00,1578.89
3/12/18 16:00,1598.39
3/13/18 16:00,1588.18
3/14/18 16:00,1591
3/15/18 16:00,1582.32
3/16/18 16:00,1571.68
3/19/18 16:00,1544.93
3/20/18 16:00,1586.51
3/21/18 16:00,1581.86
3/22/18 16:00,1544.92
3/23/18 16:00,1495.56
3/26/18 16:00,1555.86
3/27/18 16:00,1497.05
3/28/18 16:00,1431.42
3/29/18 16:00,1447.34
4/2/18 16:00,1371.99
4/3/18 16:00,1392.05
4/4/18 16:00,1410.57
4/5/18 16:00,1451.75
4/6/18 16:00,1405.23
4/9/18 16:00,1406.08
4/10/18 16:00,1436.22
4/11/18 16:00,1427.05
4/12/18 16:00,1448.5
4/13/18 16:00,1430.79
4/16/18 16:00,1441.5
4/17/18 16:00,1503.83
4/18/18 16:00,1527.84
4/19/18 16:00,1556.91
4/20/18 16:00,1527.49
4/23/18 16:00,1517.86
4/24/18 16:00,1460.09
4/25/18 16:00,1460.17
4/26/18 16:00,1517.96
4/27/18 16:00,1572.62
4/30/18 16:00,1566.13
5/1/18 16:00,1582.26
5/2/18 16:00,1569.68
5/3/18 16:00,1572.08
5/4/18 16:00,1580.95
5/7/18 16:00,1600.14
5/8/18 16:00,1592.39
5/9/18 16:00,1608
5/10/18 16:00,1609.08
5/11/18 16:00,1602.91
5/14/18 16:00,1601.54
5/15/18 16:00,1576.12
5/16/18 16:00,1587.28
5/17/18 16:00,1581.76
5/18/18 16:00,1574.37
5/21/18 16:00,1585.46
5/22/18 16:00,1581.4
5/23/18 16:00,1601.86
5/24/18 16:00,1603.07
5/25/18 16:00,1610.15
5/29/18 16:00,1612.87
5/30/18 16:00,1624.89
5/31/18 16:00,1629.62
6/1/18 16:00,1641.54
6/4/18 16:00,1665.27
6/5/18 16:00,1696.35
6/6/18 16:00,1695.75
